date,close
2011-01-31,2069.73
2011-02-01,2072.03
2011-02-07,2081.74
2011-02-08,2069.7
2011-02-09,2045.58
2011-02-10,2008.5
2011-02-11,1977.19
2011-02-14,2014.59
2011-02-15,2010.52
2011-02-16,1989.11
2011-02-17,1977.22
2011-02-18,2013.14
2011-02-21,2005.3
2011-02-22,1969.92
2011-02-23,1961.63
2011-02-24,1949.88
2011-02-25,1963.43
2011-02-28,1939.3
2011-03-02,1928.24
2011-03-03,1970.66
2011-03-04,2004.68
2011-03-07,1980.27
2011-03-08,1996.32
2011-03-09,2001.47
2011-03-10,1981.58
2011-03-11,1955.54
2011-03-14,1971.23
2011-03-15,1923.92
2011-03-16,1957.97
2011-03-17,1959.03
2011-03-18,1981.13
2011-03-21,2003.42
2011-03-22,2013.66
2011-03-23,2012.18
2011-03-24,2036.78
2011-03-25,2054.04
2011-03-28,2056.39
2011-03-29,2072.13
2011-03-30,2091.38
2011-03-31,2106.7
2011-04-01,2121.01
2011-04-04,2115.87
2011-04-05,2130.43
2011-04-06,2126.71
2011-04-07,2122.14
2011-04-08,2127.97
2011-04-11,2122.39
2011-04-12,2089.4
2011-04-13,2121.92
2011-04-14,2141.06
2011-04-15,2140.5
2011-04-18,2137.72
2011-04-19,2122.68
2011-04-20,2169.91
2011-04-21,2198.54
2011-04-22,2197.82
2011-04-25,2216.0
2011-04-26,2206.3
2011-04-27,2206.7
2011-04-28,2208.35
2011-04-29,2192.36
2011-05-02,2228.96
2011-05-03,2200.73
2011-05-04,2180.64
2011-05-06,2147.45
2011-05-09,2139.17
2011-05-11,2166.63
2011-05-12,2122.65
2011-05-13,2120.08
2011-05-16,2104.18
2011-05-17,2102.41
2011-05-18,2135.78
2011-05-19,2095.51
2011-05-20,2111.5
2011-05-23,2055.71
2011-05-24,2061.76
2011-05-25,2035.87
2011-05-26,2091.91
2011-05-27,2100.24
2011-05-30,2093.79
2011-05-31,2142.47
2011-06-01,2141.34
2011-06-02,2114.2
2011-06-03,2113.47
2011-06-07,2099.71
2011-06-08,2083.35
2011-06-09,2071.42
2011-06-10,2046.67
2011-06-13,2048.74
2011-06-14,2076.83
2011-06-15,2086.53
2011-06-16,2046.63
2011-06-17,2031.93
2011-06-20,2019.65
2011-06-21,2048.17
2011-06-22,2063.9
2011-06-23,2055.86
2011-06-24,2090.81
2011-06-27,2070.29
2011-06-28,2062.91
2011-06-29,2094.42
2011-06-30,2100.69
2011-07-01,2125.74
2011-07-04,2145.3
2011-07-05,2161.75
2011-07-06,2171.19
2011-07-07,2180.59
2011-07-08,2180.35
2011-07-11,2157.16
2011-07-12,2109.73
2011-07-13,2129.64
2011-07-14,2130.07
2011-07-15,2145.2
2011-07-18,2130.48
2011-07-19,2130.21
2011-07-20,2154.95
2011-07-21,2145.04
2011-07-22,2171.23
2011-07-25,2150.48
2011-07-26,2168.7
2011-07-27,2174.31
2011-07-28,2155.85
2011-07-29,2133.21
2011-08-01,2172.31
2011-08-02,2121.27
2011-08-03,2066.26
2011-08-04,2018.47
2011-08-05,1943.75
2011-08-08,1869.45
2011-08-09,1801.35
2011-08-10,1806.24
2011-08-11,1817.44
2011-08-12,1793.31
2011-08-16,1879.87
2011-08-17,1892.67
2011-08-18,1860.58
2011-08-19,1744.88
2011-08-22,1710.7
2011-08-23,1776.68
2011-08-24,1754.78
2011-08-25,1764.58
2011-08-26,1778.95
2011-08-29,1829.5
2011-08-30,1843.82
2011-08-31,1880.11
2011-09-01,1880.7
2011-09-02,1867.75
2011-09-05,1785.83
2011-09-06,1766.71
2011-09-07,1833.46
2011-09-08,1846.64
2011-09-09,1812.93
2011-09-14,1749.16
2011-09-15,1774.08
2011-09-16,1840.1
2011-09-19,1820.94
2011-09-20,1837.97
2011-09-21,1854.28
2011-09-22,1800.55
2011-09-23,1697.44
2011-09-26,1652.71
2011-09-27,1735.71
2011-09-28,1723.09
2011-09-29,1769.29
2011-09-30,1769.65
2011-10-04,1706.19
2011-10-05,1666.52
2011-10-06,1710.32
2011-10-07,1759.77
2011-10-10,1766.44
2011-10-11,1795.02
2011-10-12,1809.5
2011-10-13,1823.1
2011-10-14,1835.4
2011-10-17,1865.18
2011-10-18,1838.9
2011-10-19,1855.92
2011-10-20,1805.09
2011-10-21,1838.38
2011-10-24,1898.32
2011-10-25,1888.65
2011-10-26,1894.31
2011-10-27,1922.04
2011-10-28,1929.48
2011-10-31,1909.03
2011-11-01,1909.63
2011-11-02,1898.01
2011-11-03,1869.96
2011-11-04,1928.41
2011-11-07,1919.1
2011-11-08,1903.14
2011-11-09,1907.53
2011-11-10,1813.25
2011-11-11,1863.45
2011-11-14,1902.81
2011-11-15,1886.12
2011-11-16,1856.07
2011-11-17,1876.67
2011-11-18,1839.17
2011-11-21,1820.03
2011-11-22,1826.28
2011-11-23,1783.1
2011-11-24,1795.06
2011-11-25,1776.4
2011-11-28,1815.28
2011-11-29,1856.52
2011-11-30,1847.51
2011-12-01,1916.18
2011-12-02,1916.04
2011-12-05,1922.9
2011-12-06,1902.82
2011-12-07,1919.42
2011-12-08,1912.39
2011-12-09,1874.75
2011-12-12,1899.76
2011-12-13,1864.06
2011-12-14,1857.75
2011-12-15,1819.11
2011-12-16,1839.96
2011-12-19,1776.93
2011-12-20,1793.06
2011-12-21,1848.41
2011-12-22,1847.49
2011-12-23,1867.22
2011-12-26,1856.7
2011-12-27,1842.02
2011-12-28,1825.12
2011-12-29,1825.74
2012-01-02,1826.37
2012-01-03,1875.41
2012-01-04,1866.22
2012-01-05,1863.74
2012-01-06,1843.14
2012-01-09,1826.49
2012-01-10,1853.22
2012-01-11,1845.55
2012-01-12,1864.57
2012-01-13,1875.68
2012-01-16,1859.27
2012-01-17,1892.74
2012-01-18,1892.39
2012-01-19,1914.97
2012-01-20,1949.89
2012-01-25,1952.23
2012-01-26,1957.18
2012-01-27,1964.83
2012-01-30,1940.55
2012-01-31,1955.79
2012-02-01,1959.24
2012-02-02,1984.3
2012-02-03,1972.34
2012-02-06,1973.13
2012-02-07,1981.59
2012-02-08,2003.73
2012-02-09,2014.62
2012-02-10,1993.71
2012-02-13,2005.74
2012-02-14,2002.64
2012-02-15,2025.32
2012-02-16,1997.45
2012-02-17,2023.47
2012-02-20,2024.9
2012-02-21,2024.24
2012-02-22,2028.65
2012-02-23,2007.8
2012-02-24,2019.89
2012-02-27,1991.16
2012-02-28,2003.69
2012-02-29,2030.25
2012-03-02,2034.63
2012-03-05,2016.06
2012-03-06,2000.36
2012-03-07,1982.15
2012-03-08,2000.76
2012-03-09,2018.3
2012-03-12,2002.5
2012-03-13,2025.04
2012-03-14,2045.08
2012-03-15,2043.76
2012-03-16,2034.44
2012-03-19,2047.0
2012-03-20,2042.15
2012-03-21,2027.23
2012-03-22,2026.12
2012-03-23,2026.83
2012-03-26,2019.19
2012-03-27,2039.76
2012-03-28,2031.74
2012-03-29,2014.41
2012-03-30,2014.04
2012-04-02,2029.29
2012-04-03,2049.28
2012-04-04,2018.61
2012-04-05,2028.77
2012-04-06,2029.03
2012-04-09,1997.08
2012-04-10,1994.41
2012-04-12,1986.63
2012-04-13,2008.91
2012-04-16,1992.63
2012-04-17,1985.3
2012-04-18,2004.53
2012-04-19,1999.86
2012-04-20,1974.65
2012-04-23,1972.63
2012-04-24,1963.42
2012-04-25,1961.98
2012-04-26,1964.04
2012-04-27,1975.35
2012-04-30,1981.99
2012-05-02,1999.07
2012-05-03,1995.11
2012-05-04,1989.15
2012-05-07,1956.44
2012-05-08,1967.01
2012-05-09,1950.29
2012-05-10,1944.93
2012-05-11,1917.13
2012-05-14,1913.73
2012-05-15,1898.96
2012-05-16,1840.53
2012-05-17,1845.24
2012-05-18,1782.46
2012-05-21,1799.13
2012-05-22,1828.69
2012-05-23,1808.62
2012-05-24,1814.47
2012-05-25,1824.17
2012-05-29,1849.91
2012-05-30,1844.86
2012-05-31,1843.47
2012-06-01,1834.51
2012-06-04,1783.13
2012-06-05,1801.85
2012-06-07,1847.95
2012-06-08,1835.64
2012-06-11,1867.04
2012-06-12,1854.74
2012-06-13,1859.32
2012-06-14,1871.48
2012-06-15,1858.16
2012-06-18,1891.71
2012-06-19,1891.77
2012-06-20,1904.12
2012-06-21,1889.15
2012-06-22,1847.39
2012-06-25,1825.38
2012-06-26,1817.81
2012-06-27,1817.65
2012-06-28,1819.18
2012-06-29,1854.01
2012-07-02,1851.65
2012-07-03,1867.82
2012-07-04,1874.45
2012-07-05,1875.49
2012-07-06,1858.2
2012-07-09,1836.13
2012-07-10,1829.45
2012-07-11,1826.39
2012-07-12,1785.39
2012-07-13,1812.89
2012-07-16,1817.79
2012-07-17,1821.96
2012-07-18,1794.91
2012-07-19,1822.96
2012-07-20,1822.93
2012-07-23,1789.44
2012-07-24,1793.93
2012-07-25,1769.31
2012-07-26,1782.47
2012-07-27,1829.16
2012-07-30,1843.79
2012-07-31,1881.99
2012-08-01,1879.93
2012-08-02,1869.4
2012-08-03,1848.68
2012-08-06,1885.88
2012-08-07,1886.8
2012-08-08,1903.23
2012-08-09,1940.59
2012-08-10,1946.4
2012-08-13,1932.44
2012-08-14,1956.96
2012-08-16,1957.91
2012-08-17,1946.54
2012-08-20,1946.31
2012-08-21,1943.22
2012-08-22,1935.19
2012-08-23,1942.54
2012-08-24,1919.81
2012-08-27,1917.87
2012-08-28,1916.33
2012-08-29,1928.54
2012-08-30,1906.38
2012-08-31,1905.12
2012-09-03,1912.71
2012-09-04,1907.13
2012-09-05,1874.03
2012-09-06,1881.24
2012-09-07,1929.58
2012-09-10,1924.7
2012-09-11,1920.0
2012-09-12,1950.03
2012-09-13,1950.69
2012-09-14,2007.58
2012-09-17,2002.35
2012-09-18,2004.96
2012-09-19,2007.88
2012-09-20,1990.33
2012-09-21,2002.37
2012-09-24,2003.44
2012-09-25,1991.41
2012-09-26,1980.44
2012-09-27,1988.7
2012-09-28,1996.21
2012-10-02,1996.03
2012-10-04,1992.68
2012-10-05,1995.17
2012-10-08,1981.89
2012-10-09,1979.04
2012-10-10,1948.22
2012-10-11,1933.09
2012-10-12,1933.26
2012-10-15,1925.59
2012-10-16,1941.54
2012-10-17,1955.15
2012-10-18,1959.12
2012-10-19,1943.84
2012-10-22,1941.59
2012-10-23,1926.81
2012-10-24,1913.96
2012-10-25,1924.5
2012-10-26,1891.43
2012-10-29,1891.52
2012-10-30,1899.58
2012-10-31,1912.06
2012-11-01,1898.44
2012-11-02,1918.72
2012-11-05,1908.22
2012-11-06,1928.17
2012-11-07,1937.55
2012-11-08,1914.41
2012-11-09,1904.41
2012-11-12,1900.87
2012-11-13,1889.7
2012-11-14,1894.04
2012-11-15,1870.72
2012-11-16,1860.83
2012-11-19,1878.1
2012-11-20,1890.18
2012-11-21,1884.04
2012-11-22,1899.5
2012-11-23,1911.33
2012-11-26,1908.51
2012-11-27,1925.2
2012-11-28,1912.78
2012-11-29,1934.85
2012-11-30,1932.9
2012-12-03,1940.02
2012-12-04,1935.18
2012-12-05,1947.04
2012-12-06,1949.62
2012-12-07,1957.45
2012-12-10,1957.42
2012-12-11,1964.62
2012-12-12,1975.44
2012-12-13,2002.77
2012-12-14,1995.04
2012-12-17,1983.07
2012-12-18,1993.09
2012-12-20,1999.5
2012-12-21,1980.42
2012-12-24,1981.82
2012-12-26,1982.25
2012-12-27,1987.35
2012-12-28,1997.05
2013-01-02,2031.1
2013-01-03,2019.41
2013-01-04,2011.94
2013-01-07,2011.25
2013-01-08,1997.94
2013-01-09,1991.81
2013-01-10,2006.8
2013-01-11,1996.67
2013-01-14,2007.04
2013-01-15,1983.74
2013-01-16,1977.45
2013-01-17,1974.27
2013-01-18,1987.85
2013-01-21,1986.86
2013-01-22,1996.52
2013-01-23,1980.41
2013-01-24,1964.48
2013-01-25,1946.69
2013-01-28,1939.71
2013-01-29,1955.96
2013-01-30,1964.43
2013-01-31,1961.94
2013-02-01,1957.79
2013-02-04,1953.21
2013-02-05,1938.18
2013-02-06,1936.19
2013-02-07,1931.77
2013-02-08,1950.9
2013-02-12,1945.79
2013-02-13,1976.07
2013-02-14,1979.61
2013-02-15,1981.18
2013-02-18,1981.91
2013-02-19,1985.83
2013-02-20,2024.64
2013-02-21,2015.22
2013-02-22,2018.89
2013-02-25,2009.52
2013-02-26,2000.01
2013-02-27,2004.04
2013-02-28,2026.49
2013-03-04,2013.15
2013-03-05,2016.61
2013-03-06,2020.74
2013-03-07,2004.4
2013-03-08,2006.01
2013-03-11,2003.35
2013-03-12,1993.34
2013-03-13,1999.73
2013-03-14,2002.13
2013-03-15,1986.5
2013-03-18,1968.18
2013-03-19,1978.56
2013-03-20,1959.41
2013-03-21,1950.82
2013-03-22,1948.71
2013-03-25,1977.67
2013-03-26,1983.7
2013-03-27,1993.44
2013-03-28,1993.52
2013-03-29,2004.89
2013-04-01,1995.99
2013-04-02,1986.15
2013-04-03,1983.22
2013-04-04,1959.45
2013-04-05,1927.23
2013-04-08,1918.69
2013-04-09,1920.74
2013-04-10,1935.58
2013-04-11,1949.8
2013-04-12,1924.23
2013-04-15,1920.45
2013-04-16,1922.21
2013-04-17,1923.84
2013-04-18,1900.06
2013-04-19,1906.75
2013-04-22,1926.31
2013-04-23,1918.63
2013-04-24,1935.31
2013-04-25,1951.6
2013-04-26,1944.56
2013-04-29,1940.7
2013-04-30,1963.95
2013-05-02,1957.21
2013-05-03,1965.71
2013-05-06,1961.48
2013-05-07,1954.35
2013-05-08,1956.45
2013-05-09,1979.45
2013-05-10,1944.75
2013-05-13,1948.7
2013-05-14,1968.83
2013-05-15,1971.26
2013-05-16,1986.81
2013-05-20,1982.43
2013-05-21,1981.09
2013-05-22,1993.83
2013-05-23,1969.19
2013-05-24,1973.45
2013-05-27,1979.97
2013-05-28,1986.22
2013-05-29,2001.2
2013-05-30,2000.1
2013-05-31,2001.05
2013-06-03,1989.57
2013-06-04,1989.51
2013-06-05,1959.19
2013-06-07,1923.85
2013-06-10,1932.7
2013-06-11,1920.68
2013-06-12,1909.91
2013-06-13,1882.73
2013-06-14,1889.24
2013-06-17,1883.1
2013-06-18,1900.62
2013-06-19,1888.31
2013-06-20,1850.49
2013-06-21,1822.83
2013-06-24,1799.01
2013-06-25,1780.63
2013-06-26,1783.45
2013-06-27,1834.7
2013-06-28,1863.32
2013-07-01,1855.73
2013-07-02,1855.02
2013-07-03,1824.66
2013-07-04,1839.14
2013-07-05,1833.31
2013-07-08,1816.85
2013-07-09,1830.35
2013-07-10,1824.16
2013-07-11,1877.6
2013-07-12,1869.98
2013-07-15,1875.16
2013-07-16,1866.36
2013-07-17,1887.49
2013-07-18,1875.48
2013-07-19,1871.41
2013-07-22,1880.35
2013-07-23,1904.15
2013-07-24,1912.08
2013-07-25,1909.61
2013-07-26,1910.81
2013-07-29,1899.89
2013-07-30,1917.05
2013-07-31,1914.03
2013-08-01,1920.74
2013-08-02,1923.38
2013-08-05,1916.22
2013-08-06,1906.62
2013-08-07,1878.33
2013-08-08,1883.97
2013-08-09,1880.71
2013-08-12,1884.83
2013-08-13,1913.03
2013-08-14,1923.91
2013-08-16,1920.11
2013-08-19,1917.64
2013-08-20,1887.85
2013-08-21,1867.46
2013-08-22,1849.12
2013-08-23,1870.16
2013-08-26,1887.86
2013-08-27,1885.84
2013-08-28,1884.52
2013-08-29,1907.54
2013-08-30,1926.36
2013-09-02,1924.81
2013-09-03,1933.74
2013-09-04,1933.03
2013-09-05,1951.65
2013-09-06,1955.31
2013-09-09,1974.67
2013-09-10,1994.06
2013-09-11,2003.85
2013-09-12,2004.06
2013-09-13,1994.32
2013-09-16,2013.37
2013-09-17,2005.58
2013-09-23,2009.41
2013-09-24,2007.1
2013-09-25,1998.06
2013-09-26,2007.32
2013-09-27,2011.8
2013-09-30,1996.96
2013-10-01,1998.87
2013-10-02,1999.47
2013-10-04,1996.98
2013-10-07,1994.42
2013-10-08,2002.76
2013-10-10,2001.4
2013-10-11,2024.9
2013-10-14,2020.27
2013-10-15,2040.96
2013-10-16,2034.61
2013-10-17,2040.61
2013-10-18,2052.4
2013-10-21,2053.01
2013-10-22,2056.12
2013-10-23,2035.75
2013-10-24,2046.69
2013-10-25,2034.39
2013-10-28,2048.14
2013-10-29,2051.76
2013-10-30,2059.58
2013-10-31,2030.09
2013-11-01,2039.42
2013-11-04,2025.17
2013-11-05,2013.93
2013-11-06,2013.67
2013-11-07,2004.04
2013-11-08,1984.87
2013-11-11,1977.3
2013-11-12,1995.48
2013-11-13,1963.56
2013-11-14,1967.56
2013-11-15,2005.64
2013-11-18,2010.81
2013-11-19,2031.64
2013-11-20,2017.24
2013-11-21,1993.78
2013-11-22,2006.23
2013-11-25,2015.98
2013-11-26,2022.64
2013-11-27,2028.81
2013-11-28,2045.77
2013-11-29,2044.87
2013-12-02,2030.78
2013-12-03,2009.36
2013-12-04,1986.8
2013-12-05,1984.77
2013-12-06,1980.41
2013-12-09,2000.38
2013-12-10,1993.45
2013-12-11,1977.97
2013-12-12,1967.93
2013-12-13,1962.91
2013-12-16,1961.15
2013-12-17,1965.74
2013-12-18,1974.63
2013-12-19,1975.65
2013-12-20,1983.35
2013-12-23,1996.89
2013-12-24,2001.59
2013-12-26,1999.3
2013-12-27,2002.28
2013-12-30,2011.34
2014-01-02,1967.19
2014-01-03,1946.14
2014-01-06,1953.28
2014-01-07,1959.44
2014-01-08,1958.96
2014-01-09,1946.11
2014-01-10,1938.54
2014-01-13,1948.92
2014-01-14,1946.07
2014-01-15,1953.28
2014-01-16,1957.32
2014-01-17,1944.48
2014-01-20,1953.78
2014-01-21,1963.89
2014-01-22,1970.42
2014-01-23,1947.59
2014-01-24,1940.56
2014-01-27,1910.34
2014-01-28,1916.93
2014-01-29,1941.15
2014-02-03,1919.96
2014-02-04,1886.85
2014-02-05,1891.32
2014-02-06,1907.89
2014-02-07,1922.5
2014-02-10,1923.3
2014-02-11,1932.06
2014-02-12,1935.84
2014-02-13,1926.96
2014-02-14,1940.28
2014-02-17,1946.36
2014-02-18,1946.91
2014-02-19,1942.93
2014-02-20,1930.57
2014-02-21,1957.83
2014-02-24,1949.05
2014-02-25,1964.86
2014-02-26,1970.77
2014-02-27,1978.43
2014-02-28,1979.99
2014-03-03,1964.69
2014-03-04,1954.11
2014-03-05,1971.24
2014-03-06,1975.62
2014-03-07,1974.68
2014-03-10,1954.42
2014-03-11,1963.87
2014-03-12,1932.54
2014-03-13,1934.38
2014-03-14,1919.9
2014-03-17,1927.53
2014-03-18,1940.21
2014-03-19,1937.68
2014-03-20,1919.52
2014-03-21,1934.94
2014-03-24,1945.55
2014-03-25,1941.25
2014-03-26,1964.31
2014-03-27,1977.97
2014-03-28,1981.0
2014-03-31,1985.61
2014-04-01,1991.98
2014-04-02,1997.25
2014-04-03,1993.7
2014-04-04,1988.09
2014-04-07,1989.7
2014-04-08,1993.03
2014-04-09,1998.95
2014-04-10,2008.61
2014-04-11,1997.44
2014-04-14,1997.02
2014-04-15,1992.27
2014-04-16,1992.21
2014-04-17,1992.05
2014-04-18,2004.28
2014-04-21,1999.22
2014-04-22,2004.22
2014-04-23,2000.37
2014-04-24,1998.34
2014-04-25,1971.66
2014-04-28,1969.26
2014-04-29,1964.77
2014-04-30,1961.79
2014-05-02,1959.44
2014-05-07,1939.88
2014-05-08,1950.6
2014-05-09,1956.55
2014-05-12,1964.94
2014-05-13,1982.93
2014-05-14,2010.83
2014-05-15,2010.2
2014-05-16,2013.44
2014-05-19,2015.14
2014-05-20,2011.26
2014-05-21,2008.33
2014-05-22,2015.59
2014-05-23,2017.17
2014-05-26,2010.35
2014-05-27,1997.63
2014-05-28,2017.06
2014-05-29,2012.26
2014-05-30,1994.96
2014-06-02,2002.0
2014-06-03,2008.56
2014-06-05,1995.48
2014-06-09,1990.04
2014-06-10,2011.8
2014-06-11,2014.67
2014-06-12,2011.65
2014-06-13,1990.85
2014-06-16,1993.59
2014-06-17,2001.55
2014-06-18,1989.49
2014-06-19,1992.03
2014-06-20,1968.07
2014-06-23,1974.92
2014-06-24,1994.35
2014-06-25,1981.77
2014-06-26,1995.05
2014-06-27,1988.51
2014-06-30,2002.21
2014-07-01,1999.0
2014-07-02,2015.28
2014-07-03,2010.97
2014-07-04,2009.66
2014-07-07,2005.12
2014-07-08,2006.66
2014-07-09,2000.5
2014-07-10,2002.84
2014-07-11,1988.74
2014-07-14,1993.88
2014-07-15,2012.72
2014-07-16,2013.48
2014-07-17,2020.9
2014-07-18,2019.42
2014-07-21,2018.5
2014-07-22,2028.93
2014-07-23,2028.32
2014-07-24,2026.62
2014-07-25,2033.85
2014-07-28,2048.81
2014-07-29,2061.97
2014-07-30,2082.61
2014-07-31,2076.12
2014-08-01,2073.1
2014-08-04,2080.42
2014-08-05,2066.26
2014-08-06,2060.73
2014-08-07,2054.51
2014-08-08,2031.1
2014-08-11,2039.37
2014-08-12,2041.47
2014-08-13,2062.36
2014-08-14,2063.22
2014-08-18,2053.13
2014-08-19,2071.14
2014-08-20,2072.78
2014-08-21,2044.21
2014-08-22,2056.7
2014-08-25,2060.89
2014-08-26,2068.05
2014-08-27,2074.93
2014-08-28,2075.76
2014-08-29,2068.54
2014-09-01,2067.86
2014-09-02,2051.58
2014-09-03,2051.2
2014-09-04,2056.26
2014-09-05,2049.41
2014-09-11,2034.16
2014-09-12,2041.86
2014-09-15,2035.82
